0	9.3362939e-25
0.01	9.4277335e-25
0.02	9.6920766e-25
0.03	1.0104158e-24
0.04	1.0633437e-24
0.05	1.125171e-24
0.06	1.1936301e-24
0.07	1.2670206e-24
0.08	1.3441058e-24
0.09	1.4239935e-24
0.1	1.5060376e-24
0.11	1.5897656e-24
0.12	1.6748273e-24
0.13	1.7609598e-24
0.14	1.8479628e-24
0.15	1.9356815e-24
0.16	2.0239952e-24
0.17	2.1128079e-24
0.18	2.2020431e-24
0.19	2.2916387e-24
0.2	2.3815443e-24
0.21	2.4717181e-24
0.22	2.5621254e-24
0.23	2.6527373e-24
0.24	2.7435294e-24
0.25	2.8344809e-24
0.26	2.9255742e-24
0.27	3.016794e-24
0.28	3.1081273e-24
0.29	3.1995626e-24
0.3	3.2910901e-24
0.31	3.382701e-24
0.32	3.4743878e-24
0.33	3.5661438e-24
0.34	3.6579628e-24
0.35	3.7498398e-24
0.36	3.8417698e-24
0.37	3.9337488e-24
0.38	4.0257729e-24
0.39	4.1178387e-24
0.4	4.2099431e-24
0.41	4.3020833e-24
0.42	4.3942569e-24
0.43	4.4864615e-24
0.44	4.578695e-24
0.45	4.6709556e-24
0.46	4.7632415e-24
0.47	4.855551e-24
0.48	4.9478828e-24
0.49	5.0402355e-24
0.5	5.1326078e-24
0.51	5.2249987e-24
0.52	5.3174069e-24
0.53	5.4098317e-24
0.54	5.502272e-24
0.55	5.594727e-24
0.56	5.6871959e-24
0.57	5.7796781e-24
0.58	5.8721728e-24
0.59	5.9646794e-24
0.6	6.0571973e-24
0.61	6.149726e-24
0.62	6.2422649e-24
0.63	6.3348135e-24
0.64	6.4273715e-24
0.65	6.5199383e-24
0.66	6.6125136e-24
0.67	6.705097e-24
0.68	6.7976881e-24
0.69	6.8902866e-24
0.7	6.9828923e-24
0.71	7.0755047e-24
0.72	7.1681236e-24
0.73	7.2607488e-24
0.74	7.3533799e-24
0.75	7.4460168e-24
0.76	7.5386593e-24
0.77	7.631307e-24
0.78	7.7239599e-24
0.79	7.8166177e-24
0.8	7.9092802e-24
0.81	8.0019472e-24
0.82	8.0946187e-24
0.83	8.1872944e-24
0.84	8.2799742e-24
0.85	8.3726579e-24
0.86	8.4653454e-24
0.87	8.5580366e-24
0.88	8.6507313e-24
0.89	8.7434295e-24
0.9	8.836131e-24
0.91	8.9288357e-24
0.92	9.0215434e-24
0.93	9.1142542e-24
0.94	9.2069679e-24
0.95	9.2996844e-24
0.96	9.3924036e-24
0.97	9.4851255e-24
0.98	9.57785e-24
0.99	9.6705769e-24
1	9.7633062e-24
1.01	9.8560379e-24
1.02	9.9487718e-24
1.03	1.0041508e-23
1.04	1.0134246e-23
1.05	1.0226987e-23
1.06	1.0319729e-23
1.07	1.0412473e-23
1.08	1.050522e-23
1.09	1.0597968e-23
1.1	1.0690718e-23
1.11	1.0783469e-23
1.12	1.0876223e-23
1.13	1.0968978e-23
1.14	1.1061734e-23
1.15	1.1154493e-23
1.16	1.1247252e-23
1.17	1.1340014e-23
1.18	1.1432776e-23
1.19	1.1525541e-23
1.2	1.1618306e-23
1.21	1.1711073e-23
1.22	1.1803841e-23
1.23	1.1896611e-23
1.24	1.1989382e-23
1.25	1.2082154e-23
1.26	1.2174927e-23
1.27	1.2267701e-23
1.28	1.2360477e-23
1.29	1.2453254e-23
1.3	1.2546031e-23
1.31	1.263881e-23
1.32	1.273159e-23
1.33	1.2824371e-23
1.34	1.2917153e-23
1.35	1.3009935e-23
1.36	1.3102719e-23
1.37	1.3195504e-23
1.38	1.328829e-23
1.39	1.3381076e-23
1.4	1.3473864e-23
