0	9.3362939e-25
0.01	1.026477e-24
0.02	1.1193247e-24
0.03	1.2121723e-24
0.04	1.3050199e-24
0.05	1.3978676e-24
0.06	1.4907152e-24
0.07	1.5835628e-24
0.08	1.6764105e-24
0.09	1.7692581e-24
0.1	1.8621058e-24
0.11	1.9549534e-24
0.12	2.047801e-24
0.13	2.1406487e-24
0.14	2.2334963e-24
0.15	2.326344e-24
0.16	2.4191916e-24
0.17	2.5120392e-24
0.18	2.6048869e-24
0.19	2.6977345e-24
0.2	2.7905821e-24
0.21	2.8834298e-24
0.22	2.9762774e-24
0.23	3.0691251e-24
0.24	3.1619727e-24
0.25	3.2548203e-24
0.26	3.347668e-24
0.27	3.4405156e-24
0.28	3.5333632e-24
0.29	3.6262109e-24
0.3	3.7190585e-24
0.31	3.8119062e-24
0.32	3.9047538e-24
0.33	3.9976014e-24
0.34	4.0904491e-24
0.35	4.1832967e-24
0.36	4.2761443e-24
0.37	4.368992e-24
0.38	4.4618396e-24
0.39	4.5546873e-24
0.4	4.6475349e-24
0.41	4.7403825e-24
0.42	4.8332302e-24
0.43	4.9260778e-24
0.44	5.0189254e-24
0.45	5.1117731e-24
0.46	5.2046207e-24
0.47	5.2974684e-24
0.48	5.390316e-24
0.49	5.4831636e-24
0.5	5.5760113e-24
0.51	5.6688589e-24
0.52	5.7617065e-24
0.53	5.8545542e-24
0.54	5.9474018e-24
0.55	6.0402495e-24
0.56	6.1330971e-24
0.57	6.2259447e-24
0.58	6.3187924e-24
0.59	6.41164e-24
0.6	6.5044877e-24
0.61	6.5973353e-24
0.62	6.6901829e-24
0.63	6.7830306e-24
0.64	6.8758782e-24
0.65	6.9687258e-24
0.66	7.0615735e-24
0.67	7.1544211e-24
0.68	7.2472688e-24
0.69	7.3401164e-24
0.7	7.432964e-24
0.71	7.5258117e-24
0.72	7.6186593e-24
0.73	7.7115069e-24
0.74	7.8043546e-24
0.75	7.8972022e-24
0.76	7.9900499e-24
0.77	8.0828975e-24
0.78	8.1757451e-24
0.79	8.2685928e-24
0.8	8.3614404e-24
0.81	8.454288e-24
0.82	8.5471357e-24
0.83	8.6399833e-24
0.84	8.732831e-24
0.85	8.8256786e-24
0.86	8.9185262e-24
0.87	9.0113739e-24
0.88	9.1042215e-24
0.89	9.1970691e-24
0.9	9.2899168e-24
0.91	9.3827644e-24
0.92	9.4756121e-24
0.93	9.5684597e-24
0.94	9.6613073e-24
0.95	9.754155e-24
0.96	9.8470026e-24
0.97	9.9398502e-24
0.98	1.0032698e-23
0.99	1.0125546e-23
1	1.0218393e-23
1.01	1.0311241e-23
1.02	1.0404088e-23
1.03	1.0496936e-23
1.04	1.0589784e-23
1.05	1.0682631e-23
1.06	1.0775479e-23
1.07	1.0868327e-23
1.08	1.0961174e-23
1.09	1.1054022e-23
1.1	1.114687e-23
1.11	1.1239717e-23
1.12	1.1332565e-23
1.13	1.1425412e-23
1.14	1.151826e-23
1.15	1.1611108e-23
1.16	1.1703955e-23
1.17	1.1796803e-23
1.18	1.1889651e-23
1.19	1.1982498e-23
1.2	1.2075346e-23
1.21	1.2168194e-23
1.22	1.2261041e-23
1.23	1.2353889e-23
1.24	1.2446736e-23
1.25	1.2539584e-23
1.26	1.2632432e-23
1.27	1.2725279e-23
1.28	1.2818127e-23
1.29	1.2910975e-23
1.3	1.3003822e-23
1.31	1.309667e-23
1.32	1.3189518e-23
1.33	1.3282365e-23
1.34	1.3375213e-23
1.35	1.346806e-23
1.36	1.3560908e-23
1.37	1.3653756e-23
1.38	1.3746603e-23
1.39	1.3839451e-23
1.4	1.3932299e-23
1.41	1.4025146e-23
1.42	1.4117994e-23
1.43	1.4210842e-23
1.44	1.4303689e-23
1.45	1.4396537e-23
1.46	1.4489384e-23
1.47	1.4582232e-23
1.48	1.467508e-23
1.49	1.4767927e-23
1.5	1.4860775e-23
1.51	1.4953623e-23
1.52	1.504647e-23
1.53	1.5139318e-23
1.54	1.5232166e-23
1.55	1.5325013e-23
1.56	1.5417861e-23
1.57	1.5510709e-23
1.58	1.5603556e-23
1.59	1.5696404e-23
1.6	1.5789251e-23
1.61	1.5882099e-23
1.62	1.5974947e-23
1.63	1.6067794e-23
1.64	1.6160642e-23
1.65	1.625349e-23
1.66	1.6346337e-23
1.67	1.6439185e-23
1.68	1.6532033e-23
1.69	1.662488e-23
1.7	1.6717728e-23
1.71	1.6810575e-23
1.72	1.6903423e-23
1.73	1.6996271e-23
1.74	1.7089118e-23
1.75	1.7181966e-23
1.76	1.7274814e-23
1.77	1.7367661e-23
1.78	1.7460509e-23
1.79	1.7553357e-23
1.8	1.7646204e-23
1.81	1.7739052e-23
1.82	1.7831899e-23
1.83	1.7924747e-23
1.84	1.8017595e-23
1.85	1.8110442e-23
1.86	1.820329e-23
1.87	1.8296138e-23
1.88	1.8388985e-23
1.89	1.8481833e-23
1.9	1.8574681e-23
1.91	1.8667528e-23
1.92	1.8760376e-23
1.93	1.8853223e-23
1.94	1.8946071e-23
1.95	1.9038919e-23
1.96	1.9131766e-23
1.97	1.9224614e-23
1.98	1.9317462e-23
1.99	1.9410309e-23
2	1.9503157e-23
2.01	1.9596005e-23
2.02	1.9688852e-23
2.03	1.97817e-23
2.04	1.9874547e-23
2.05	1.9967395e-23
2.06	2.0060243e-23
2.07	2.015309e-23
2.08	2.0245938e-23
2.09	2.0338786e-23
2.1	2.0431633e-23
2.11	2.0524481e-23
2.12	2.0617329e-23
2.13	2.0710176e-23
2.14	2.0803024e-23
2.15	2.0895872e-23
2.16	2.0988719e-23
2.17	2.1081567e-23
2.18	2.1174414e-23
2.19	2.1267262e-23
2.2	2.136011e-23
2.21	2.1452957e-23
2.22	2.1545805e-23
2.23	2.1638653e-23
2.24	2.17315e-23
2.25	2.1824348e-23
2.26	2.1917196e-23
2.27	2.2010043e-23
2.28	2.2102891e-23
2.29	2.2195738e-23
2.3	2.2288586e-23
2.31	2.2381434e-23
2.32	2.2474281e-23
2.33	2.2567129e-23
2.34	2.2659977e-23
2.35	2.2752824e-23
2.36	2.2845672e-23
2.37	2.293852e-23
2.38	2.3031367e-23
2.39	2.3124215e-23
2.4	2.3217062e-23
2.41	2.330991e-23
2.42	2.3402758e-23
2.43	2.3495605e-23
2.44	2.3588453e-23
2.45	2.3681301e-23
2.46	2.3774148e-23
2.47	2.3866996e-23
2.48	2.3959844e-23
2.49	2.4052691e-23
2.5	2.4145539e-23
2.51	2.4238386e-23
2.52	2.4331234e-23
2.53	2.4424082e-23
2.54	2.4516929e-23
2.55	2.4609777e-23
2.56	2.4702625e-23
2.57	2.4795472e-23
